subject,feature type,measurements,value
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gson-fire.arff,SVM,recall,0.76910299
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gson-fire.arff,SVM,F-measure,0.753303602
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gson-fire.arff,SVM,AUC,0.758680556
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gson-fire.arff,SVM,error,0.23089701
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gwt-bootstrap.arff,random forest,precision,0.999843579
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gwt-bootstrap.arff,random forest,recall,0.999843554
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gwt-bootstrap.arff,random forest,F-measure,0.999840432
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gwt-bootstrap.arff,random forest,AUC,1
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gwt-bootstrap.arff,random forest,error,1.56E-04
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gwt-bootstrap.arff,J48,precision,0.999687207
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gwt-bootstrap.arff,J48,recall,0.999687109
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gwt-bootstrap.arff,J48,F-measure,0.999674096
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gwt-bootstrap.arff,J48,AUC,1
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gwt-bootstrap.arff,J48,error,3.13E-04
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gwt-bootstrap.arff,naive bayers,precision,0.99571532
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gwt-bootstrap.arff,naive bayers,recall,0.346683354
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gwt-bootstrap.arff,naive bayers,F-measure,0.512928942
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gwt-bootstrap.arff,naive bayers,AUC,0.51664032
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gwt-bootstrap.arff,naive bayers,error,0.65175219
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gwt-bootstrap.arff,SVM,precision,0.997971294
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gwt-bootstrap.arff,SVM,recall,0.188829787
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gwt-bootstrap.arff,SVM,F-measure,0.314699611
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gwt-bootstrap.arff,SVM,AUC,0.593588337
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gwt-bootstrap.arff,SVM,error,0.811170213
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hadoop-book.arff,random forest,precision,0.990520916
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hadoop-book.arff,random forest,recall,0.984912652
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hadoop-book.arff,random forest,F-measure,0.986802011
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hadoop-book.arff,random forest,AUC,0.993094974
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hadoop-book.arff,random forest,error,0.012440445
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hadoop-book.arff,J48,precision,0.983445053
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hadoop-book.arff,J48,recall,0.98332451
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hadoop-book.arff,J48,F-measure,0.983384246
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hadoop-book.arff,J48,AUC,0.818745045
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hadoop-book.arff,J48,error,2.65E-04
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hadoop-book.arff,naive bayers,precision,0.964326079
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hadoop-book.arff,naive bayers,recall,0.982001059
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hadoop-book.arff,naive bayers,F-measure,0.973083314
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hadoop-book.arff,naive bayers,AUC,0.411407959
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hadoop-book.arff,naive bayers,error,0.017998941
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hadoop-book.arff,SVM,precision,0.983184742
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hadoop-book.arff,SVM,recall,0.744309158
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hadoop-book.arff,SVM,F-measure,0.837241708
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hadoop-book.arff,SVM,AUC,0.869811321
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hadoop-book.arff,SVM,error,0.255690842
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hashids-java.arff,random forest,precision,0.942003389
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hashids-java.arff,random forest,recall,0.93654267
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hashids-java.arff,random forest,F-measure,0.934548667
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hashids-java.arff,random forest,AUC,0.94219036
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hashids-java.arff,random forest,error,0.06345733
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hashids-java.arff,J48,precision,0.866659605
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hashids-java.arff,J48,recall,0.864332604
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hashids-java.arff,J48,F-measure,0.865213485
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hashids-java.arff,J48,AUC,0.833609344
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hashids-java.arff,J48,error,0.01750547
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hashids-java.arff,naive bayers,precision,0.106301682
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hashids-java.arff,naive bayers,recall,0.326039387
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hashids-java.arff,naive bayers,F-measure,0.1603296
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hashids-java.arff,naive bayers,AUC,0.654144513
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hashids-java.arff,naive bayers,error,0.673960613
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hashids-java.arff,SVM,precision,0.854232437
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hashids-java.arff,SVM,recall,0.814004376
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hashids-java.arff,SVM,F-measure,0.788169056
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hashids-java.arff,SVM,AUC,0.714765101
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\hashids-java.arff,SVM,error,0.185995624
